OrderID,CustomerID,TransactionDate,ProductCategory,ProductName,UnitPrice,Quantity,TotalAmount,PaymentMethod,Status
ORD100263,CUST1095,2026-06-17,Books,Biography,25.09,1,25.09,Credit Card,Completed
ORD100264,CUST1215,2026-04-23,Electronics,MacBook Air,970.04,1,970.04,Apple Pay,Completed
ORD100265,CUST1232,2026-08-24,Home & Kitchen,Ninja Blender,92.37,1,92.37,Credit Card,Completed
ORD100266,CUST1179,2026-03-24,Books,Cookbook,19.58,1,19.58,Credit Card,Completed
ORD100267,CUST1112,2026-02-11,Electronics,iPhone 15,779.83,1,779.83,Apple Pay,Completed
ORD100268,CUST1061,2026-06-18,Home & Kitchen,Air Fryer,102.47,1,102.47,Credit Card,Completed
ORD100269,CUST1240,2026-04-11,Books,Financial Freedom Manual,19.71,1,19.71,Crypto,Completed
ORD100270,CUST1185,2026-01-06,Electronics,Anker Power Bank,39.42,2,78.84,Credit Card,Completed
ORD100271,CUST1051,2026-06-29,Books,Cookbook,26.89,1,26.89,Apple Pay,Completed
ORD100272,CUST1011,2026-01-26,Clothing,Levi Jeans,108.14,4,432.56,Credit Card,Completed
ORD100273,CUST1038,2026-03-05,Home & Kitchen,Memory Foam Pillow,35.75,1,35.75,Credit Card,Completed
ORD100274,CUST1129,2026-08-14,Home & Kitchen,Air Fryer,117.69,1,117.69,Credit Card,Completed
ORD100275,CUST1130,2026-07-06,Electronics,AirPods Pro,120.59,1,120.59,PayPal,Returned
ORD100276,CUST1112,2026-07-03,Books,Cookbook,18.37,1,18.37,PayPal,Returned
ORD100277,CUST1100,2026-02-28,Books,Python Programming Guide,17.99,1,17.99,Apple Pay,Completed
ORD100278,CUST1112,2026-04-19,Home & Kitchen,Air Fryer,98.42,1,98.42,Credit Card,Completed
ORD100279,CUST1183,2026-07-17,Home & Kitchen,Ninja Blender,121.73,2,243.46,Credit Card,Completed
ORD100280,CUST1080,2026-08-17,Home & Kitchen,Air Fryer,129.9,2,259.8,Credit Card,Completed
ORD100281,CUST1186,2026-05-01,Clothing,Levi Jeans,136.27,1,136.27,PayPal,Completed
ORD100282,CUST1112,2026-02-02,Home & Kitchen,Air Fryer,119.5,2,239.0,Apple Pay,Completed
ORD100283,CUST1001,2026-06-30,Clothing,Nike Hoodie,50.81,1,50.81,Credit Card,Completed
ORD100284,CUST1129,2026-05-30,Clothing,Crewneck Sweater,35.13,2,70.26,PayPal,Completed
ORD100285,CUST1219,2026-01-21,Home & Kitchen,Memory Foam Pillow,55.54,1,55.54,Credit Card,Completed
ORD100286,CUST1053,2026-07-17,Clothing,Nike Hoodie,54.14,1,54.14,PayPal,Completed
ORD100287,CUST1086,2026-03-11,Electronics,Logitech Mouse,33.99,2,67.98,Apple Pay,Completed
ORD100288,CUST1228,2026-09-04,Electronics,iPhone 15,822.3,1,822.3,Credit Card,Completed
ORD100289,CUST1223,2026-04-22,Clothing,Carhartt Jacket,102.56,2,205.12,Credit Card,Completed
ORD100290,CUST1224,2026-01-04,Home & Kitchen,Air Fryer,103.94,1,103.94,Crypto,Completed
ORD100291,CUST1128,2026-04-04,Clothing,Adidas Sneakers,120.56,1,120.56,Apple Pay,Completed
ORD100292,CUST1146,2026-03-16,Home & Kitchen,Memory Foam Pillow,58.68,1,58.68,PayPal,Completed
ORD100293,CUST1125,2026-07-09,Clothing,Levi Jeans,70.48,1,70.48,PayPal,Completed
ORD100294,CUST1129,2026-03-03,Home & Kitchen,Air Fryer,110.89,1,110.89,Credit Card,Completed
ORD100295,CUST1052,2026-04-04,Clothing,Levi Jeans,76.14,2,152.28,PayPal,Completed
ORD100296,CUST1171,2026-04-05,Clothing,Levi Jeans,133.55,1,133.55,Apple Pay,Returned
ORD100297,CUST1217,2026-06-01,Home & Kitchen,Desk Lamp,22.89,2,45.78,PayPal,Completed
ORD100298,CUST1159,2026-02-24,Books,Python Programming Guide,19.03,2,38.06,Credit Card,Completed
ORD100299,CUST1197,2026-05-17,Clothing,Carhartt Jacket,139.06,1,139.06,Credit Card,Completed
ORD100300,CUST1159,2026-09-04,Electronics,MacBook Air,1030.34,2,2060.68,Credit Card,Completed
ORD100301,CUST1246,2026-05-11,Electronics,MacBook Air,952.19,4,3808.76,Credit Card,Completed
ORD100302,CUST1067,2026-08-31,Electronics,Anker Power Bank,36.83,2,73.66,Credit Card,Completed
ORD100303,CUST1182,2026-01-31,Home & Kitchen,Ninja Blender,115.61,2,231.22,Credit Card,Completed
ORD100304,CUST1202,2026-02-09,Clothing,Crewneck Sweater,35.83,4,143.32,Credit Card,Completed
ORD100305,CUST1183,2026-08-17,Clothing,Adidas Sneakers,98.62,1,98.62,Credit Card,Completed
ORD100306,CUST1122,2026-02-05,Clothing,Nike Hoodie,53.98,1,53.98,PayPal,Completed
ORD100307,CUST1144,2026-06-01,Electronics,iPhone 15,821.97,2,1643.94,Credit Card,Completed
ORD100308,CUST1037,2026-08-11,Clothing,Levi Jeans,116.86,1,116.86,Credit Card,Completed
ORD100309,CUST1023,2026-01-06,Electronics,Logitech Mouse,32.73,1,32.73,Credit Card,Completed
ORD100310,CUST1068,2026-03-07,Clothing,Levi Jeans,89.34,1,89.34,Credit Card,Completed
ORD100311,CUST1115,2026-07-31,Electronics,Logitech Mouse,24.68,2,49.36,PayPal,Completed
ORD100312,CUST1097,2026-08-08,Books,Cookbook,25.05,1,25.05,Credit Card,Completed
ORD100313,CUST1197,2026-03-16,Electronics,Logitech Mouse,22.85,3,68.55,Apple Pay,Returned
ORD100314,CUST1213,2026-01-04,Books,Python Programming Guide,19.01,1,19.01,Apple Pay,Completed
ORD100315,CUST1138,2026-03-20,Clothing,Levi Jeans,80.7,1,80.7,PayPal,Completed
ORD100316,CUST1239,2026-05-14,Books,Python Programming Guide,23.82,1,23.82,PayPal,Completed
ORD100317,CUST1143,2026-04-28,Home & Kitchen,Ninja Blender,119.94,1,119.94,Apple Pay,Completed
ORD100318,CUST1096,2026-04-23,Home & Kitchen,Ninja Blender,90.0,1,90.0,PayPal,Completed
ORD100319,CUST1200,2026-04-04,Home & Kitchen,Hydro Flask,54.57,3,163.71,Credit Card,Completed
ORD100320,CUST1123,2026-09-05,Clothing,Levi Jeans,92.08,2,184.16,Credit Card,Completed
ORD100321,CUST1186,2026-08-18,Clothing,Nike Hoodie,36.56,1,36.56,Apple Pay,Completed
ORD100322,CUST1069,2026-06-28,Clothing,Levi Jeans,107.35,1,107.35,Credit Card,Completed
ORD100323,CUST1207,2026-03-03,Clothing,Crewneck Sweater,58.5,2,117.0,Credit Card,Cancelled
ORD100324,CUST1092,2026-07-04,Electronics,Anker Power Bank,38.61,3,115.83,PayPal,Completed
ORD100325,CUST1002,2026-07-13,Clothing,Nike Hoodie,44.0,1,44.0,Apple Pay,Completed
ORD100326,CUST1147,2026-03-20,Home & Kitchen,Air Fryer,112.59,1,112.59,Credit Card,Completed
ORD100327,CUST1186,2026-07-22,Clothing,Levi Jeans,95.06,1,95.06,PayPal,Completed
ORD100328,CUST1163,2026-05-16,Home & Kitchen,Desk Lamp,38.13,2,76.26,Credit Card,Completed
ORD100329,CUST1146,2026-01-26,Home & Kitchen,Air Fryer,107.34,1,107.34,PayPal,Completed
ORD100330,CUST1089,2026-06-28,Books,Sci-Fi Novel,18.65,1,18.65,Credit Card,Cancelled
ORD100331,CUST1194,2026-06-22,Electronics,Logitech Mouse,33.49,1,33.49,Credit Card,Completed
ORD100332,CUST1146,2026-02-13,Clothing,Nike Hoodie,52.17,2,104.34,Apple Pay,Completed
ORD100333,CUST1147,2026-05-13,Clothing,Levi Jeans,115.16,1,115.16,Credit Card,Completed
ORD100334,CUST1095,2026-03-11,Clothing,Carhartt Jacket,120.61,1,120.61,PayPal,Completed
ORD100335,CUST1198,2026-06-03,Books,Python Programming Guide,15.08,1,15.08,Credit Card,Completed
ORD100336,CUST1051,2026-04-28,Electronics,Anker Power Bank,34.25,1,34.25,Credit Card,Completed
ORD100337,CUST1232,2026-03-09,Home & Kitchen,Memory Foam Pillow,39.56,1,39.56,PayPal,Completed
ORD100338,CUST1160,2026-01-19,Clothing,Carhartt Jacket,80.36,2,160.72,Credit Card,Completed
ORD100339,CUST1167,2026-07-31,Home & Kitchen,Desk Lamp,34.04,2,68.08,Credit Card,Cancelled
ORD100340,CUST1127,2026-08-13,Home & Kitchen,Ninja Blender,94.2,2,188.4,Credit Card,Completed
ORD100341,CUST1038,2026-01-20,Clothing,Adidas Sneakers,120.74,2,241.48,PayPal,Completed
ORD100342,CUST1081,2026-04-23,Clothing,Crewneck Sweater,36.19,1,36.19,Apple Pay,Returned
ORD100343,CUST1103,2026-05-20,Clothing,Crewneck Sweater,47.45,2,94.9,Crypto,Completed
ORD100344,CUST1128,2026-02-16,Electronics,Logitech Mouse,37.31,1,37.31,Credit Card,Completed
ORD100345,CUST1010,2026-01-01,Clothing,Adidas Sneakers,106.61,1,106.61,Credit Card,Returned
ORD100346,CUST1219,2026-03-31,Electronics,AirPods Pro,120.74,4,482.96,Credit Card,Completed
ORD100347,CUST1184,2026-05-22,Clothing,Adidas Sneakers,99.58,1,99.58,Apple Pay,Completed
ORD100348,CUST1216,2026-03-05,Clothing,Carhartt Jacket,138.71,1,138.71,Credit Card,Completed
ORD100349,CUST1177,2026-02-07,Clothing,Crewneck Sweater,45.4,1,45.4,Crypto,Completed
ORD100350,CUST1150,2026-02-06,Home & Kitchen,Memory Foam Pillow,45.38,1,45.38,Credit Card,Completed
ORD100351,CUST1158,2026-05-06,Electronics,AirPods Pro,86.95,1,86.95,Crypto,Completed
ORD100352,CUST1221,2026-05-19,Home & Kitchen,Ninja Blender,124.78,2,249.56,Apple Pay,Completed
ORD100353,CUST1041,2026-04-10,Clothing,Nike Hoodie,54.9,4,219.6,Apple Pay,Completed
ORD100354,CUST1098,2026-03-18,Clothing,Crewneck Sweater,35.89,1,35.89,Credit Card,Completed
ORD100355,CUST1006,2026-08-23,Books,Sci-Fi Novel,15.04,1,15.04,Credit Card,Completed
ORD100356,CUST1143,2026-01-03,Electronics,Logitech Mouse,34.76,1,34.76,Credit Card,Returned
ORD100357,CUST1089,2026-06-10,Clothing,Carhartt Jacket,147.96,2,295.92,Credit Card,Completed
ORD100358,CUST1111,2026-05-14,Clothing,Carhartt Jacket,101.6,1,101.6,Credit Card,Returned
ORD100359,CUST1248,2026-06-27,Clothing,Nike Hoodie,57.25,1,57.25,PayPal,Completed
ORD100360,CUST1243,2026-09-05,Electronics,Logitech Mouse,20.85,1,20.85,Credit Card,Completed
ORD100361,CUST1059,2026-01-10,Electronics,Anker Power Bank,21.15,1,21.15,PayPal,Completed
ORD100362,CUST1112,2026-01-05,Books,Python Programming Guide,21.15,1,21.15,PayPal,Completed
ORD100363,CUST1001,2026-05-31,Clothing,Crewneck Sweater,52.19,2,104.38,Credit Card,Completed
ORD100364,CUST1128,2026-05-18,Clothing,Crewneck Sweater,44.47,1,44.47,Crypto,Completed
ORD100365,CUST1047,2026-06-21,Clothing,Levi Jeans,71.54,1,71.54,Credit Card,Completed
ORD100366,CUST1139,2026-05-10,Home & Kitchen,Desk Lamp,38.97,1,38.97,Credit Card,Completed
ORD100367,CUST1196,2026-01-13,Electronics,MacBook Air,999.28,2,1998.56,Credit Card,Completed
ORD100368,CUST1036,2026-06-17,Clothing,Nike Hoodie,57.64,1,57.64,Apple Pay,Completed
ORD100369,CUST1159,2026-05-10,Clothing,Carhartt Jacket,70.78,1,70.78,Credit Card,Completed
ORD100370,CUST1246,2026-03-25,Books,Financial Freedom Manual,26.15,1,26.15,Credit Card,Completed
ORD100371,CUST1008,2026-03-06,Electronics,AirPods Pro,111.51,1,111.51,PayPal,Completed
ORD100372,CUST1232,2026-03-04,Clothing,Nike Hoodie,42.79,2,85.58,Credit Card,Completed
ORD100373,CUST1098,2026-04-11,Clothing,Carhartt Jacket,91.37,1,91.37,PayPal,Completed
ORD100374,CUST1146,2026-03-14,Home & Kitchen,Ninja Blender,110.84,4,443.36,Apple Pay,Cancelled
ORD100375,CUST1047,2026-01-17,Clothing,Levi Jeans,138.56,1,138.56,Crypto,Completed
ORD100376,CUST1207,2026-01-09,Clothing,Crewneck Sweater,36.9,2,73.8,Credit Card,Completed
ORD100377,CUST1130,2026-07-22,Home & Kitchen,Ninja Blender,94.8,1,94.8,Credit Card,Completed
ORD100378,CUST1147,2026-05-23,Home & Kitchen,Memory Foam Pillow,43.54,2,87.08,Credit Card,Returned
ORD100379,CUST1151,2026-06-01,Clothing,Levi Jeans,87.85,1,87.85,Credit Card,Completed
ORD100380,CUST1053,2026-02-07,Books,Sci-Fi Novel,18.57,1,18.57,Credit Card,Cancelled
ORD100381,CUST1119,2026-09-04,Clothing,Adidas Sneakers,123.03,2,246.06,Credit Card,Completed
ORD100382,CUST1160,2026-06-12,Clothing,Crewneck Sweater,59.34,1,59.34,Crypto,Completed
ORD100383,CUST1151,2026-04-04,Electronics,MacBook Air,952.35,1,952.35,Apple Pay,Returned
ORD100384,CUST1115,2026-04-05,Books,Financial Freedom Manual,25.44,1,25.44,Credit Card,Completed
ORD100385,CUST1074,2026-02-18,Electronics,iPhone 15,779.1,1,779.1,Credit Card,Completed
ORD100386,CUST1112,2026-03-10,Electronics,Anker Power Bank,27.95,1,27.95,Credit Card,Completed
ORD100387,CUST1199,2026-03-03,Electronics,Logitech Mouse,37.98,1,37.98,Credit Card,Returned
ORD100388,CUST1163,2026-07-07,Home & Kitchen,Memory Foam Pillow,40.7,1,40.7,PayPal,Completed
ORD100389,CUST1165,2026-08-24,Electronics,AirPods Pro,118.25,2,236.5,PayPal,Completed
ORD100390,CUST1103,2026-06-27,Electronics,Anker Power Bank,34.94,1,34.94,Apple Pay,Completed
ORD100391,CUST1083,2026-03-19,Electronics,Logitech Mouse,21.15,2,42.3,PayPal,Completed
ORD100392,CUST1226,2026-04-27,Electronics,AirPods Pro,149.21,4,596.84,PayPal,Returned
ORD100393,CUST1111,2026-04-30,Clothing,Crewneck Sweater,48.26,1,48.26,PayPal,Completed
ORD100394,CUST1216,2026-07-22,Home & Kitchen,Desk Lamp,30.88,1,30.88,Credit Card,Completed
ORD100395,CUST1098,2026-05-17,Clothing,Carhartt Jacket,132.14,1,132.14,PayPal,Returned
ORD100396,CUST1152,2026-06-11,Clothing,Nike Hoodie,40.62,1,40.62,Credit Card,Completed
ORD100397,CUST1092,2026-03-17,Home & Kitchen,Desk Lamp,32.38,3,97.14,Credit Card,Completed
ORD100398,CUST1145,2026-08-15,Electronics,iPhone 15,812.23,1,812.23,Credit Card,Completed
ORD100399,CUST1127,2026-02-04,Clothing,Levi Jeans,95.2,1,95.2,Credit Card,Completed
ORD100400,CUST1109,2026-01-01,Books,Financial Freedom Manual,15.19,1,15.19,Apple Pay,Completed
ORD100401,CUST1081,2026-02-09,Clothing,Crewneck Sweater,48.17,1,48.17,Credit Card,Completed
ORD100402,CUST1193,2026-03-05,Electronics,Logitech Mouse,27.75,1,27.75,Credit Card,Completed
ORD100403,CUST1053,2026-05-30,Clothing,Carhartt Jacket,121.42,1,121.42,Credit Card,Completed
ORD100404,CUST1162,2026-03-01,Clothing,Nike Hoodie,43.62,4,174.48,PayPal,Completed
ORD100405,CUST1207,2026-03-05,Clothing,Carhartt Jacket,96.98,1,96.98,Credit Card,Completed
ORD100406,CUST1188,2026-04-03,Electronics,Logitech Mouse,30.77,1,30.77,Crypto,Completed
ORD100407,CUST1168,2026-03-13,Electronics,iPhone 15,818.99,2,1637.98,Apple Pay,Completed
ORD100408,CUST1227,2026-01-11,Electronics,AirPods Pro,81.77,1,81.77,PayPal,Cancelled
ORD100409,CUST1160,2026-04-15,Books,Cookbook,20.45,3,61.35,PayPal,Completed
ORD100410,CUST1067,2026-08-17,Home & Kitchen,Ninja Blender,107.9,4,431.6,Credit Card,Completed
ORD100411,CUST1032,2026-01-14,Electronics,iPhone 15,845.78,2,1691.56,Credit Card,Completed
ORD100412,CUST1141,2026-03-01,Electronics,MacBook Air,1026.1,2,2052.2,Apple Pay,Completed
ORD100413,CUST1020,2026-01-30,Home & Kitchen,Memory Foam Pillow,58.72,1,58.72,Credit Card,Completed
ORD100414,CUST1047,2026-02-04,Electronics,Anker Power Bank,32.41,3,97.23,Credit Card,Completed
ORD100415,CUST1147,2026-08-01,Electronics,AirPods Pro,113.74,1,113.74,PayPal,Completed
ORD100416,CUST1247,2026-06-14,Books,Cookbook,19.87,2,39.74,Credit Card,Cancelled
ORD100417,CUST1127,2026-01-05,Electronics,MacBook Air,966.56,3,2899.68,Apple Pay,Completed
ORD100418,CUST1135,2026-03-24,Home & Kitchen,Memory Foam Pillow,47.02,4,188.08,Credit Card,Completed
ORD100419,CUST1134,2026-05-03,Books,Cookbook,13.74,2,27.48,Apple Pay,Completed
ORD100420,CUST1194,2026-03-19,Clothing,Nike Hoodie,38.41,1,38.41,PayPal,Completed
ORD100421,CUST1144,2026-06-03,Electronics,MacBook Air,1029.3,3,3087.9,Apple Pay,Completed
ORD100422,CUST1127,2026-03-03,Electronics,MacBook Air,989.18,1,989.18,Credit Card,Completed
ORD100423,CUST1032,2026-05-12,Books,Biography,27.4,3,82.2,PayPal,Completed
ORD100424,CUST1175,2026-03-30,Books,Biography,27.26,1,27.26,Apple Pay,Completed
ORD100425,CUST1203,2026-08-25,Home & Kitchen,Air Fryer,129.24,1,129.24,Credit Card,Completed
ORD100426,CUST1186,2026-02-11,Electronics,iPhone 15,771.9,1,771.9,Credit Card,Completed
ORD100427,CUST1114,2026-03-30,Home & Kitchen,Memory Foam Pillow,45.91,1,45.91,PayPal,Completed
ORD100428,CUST1213,2026-05-26,Books,Financial Freedom Manual,15.63,2,31.26,PayPal,Completed
ORD100429,CUST1118,2026-02-09,Home & Kitchen,Hydro Flask,59.52,1,59.52,Credit Card,Completed
ORD100430,CUST1021,2026-03-13,Books,Biography,25.43,1,25.43,Apple Pay,Completed
ORD100431,CUST1237,2026-02-08,Books,Cookbook,26.61,1,26.61,Credit Card,Completed
ORD100432,CUST1157,2026-04-14,Home & Kitchen,Hydro Flask,52.45,2,104.9,Credit Card,Returned
ORD100433,CUST1037,2026-01-14,Clothing,Adidas Sneakers,111.71,1,111.71,Apple Pay,Completed
ORD100434,CUST1229,2026-02-01,Clothing,Levi Jeans,147.35,1,147.35,PayPal,Completed
ORD100435,CUST1108,2026-06-28,Electronics,Anker Power Bank,37.07,1,37.07,Apple Pay,Completed
ORD100436,CUST1050,2026-05-05,Home & Kitchen,Desk Lamp,24.94,1,24.94,Crypto,Completed
ORD100437,CUST1181,2026-06-15,Clothing,Nike Hoodie,46.45,1,46.45,Credit Card,Completed
ORD100438,CUST1007,2026-04-07,Books,Sci-Fi Novel,15.43,1,15.43,Credit Card,Returned
ORD100439,CUST1026,2026-01-23,Books,Python Programming Guide,24.56,1,24.56,Credit Card,Completed
ORD100440,CUST1026,2026-03-04,Home & Kitchen,Desk Lamp,20.23,3,60.69,PayPal,Cancelled
ORD100441,CUST1225,2026-05-23,Electronics,AirPods Pro,132.74,2,265.48,Apple Pay,Returned
ORD100442,CUST1020,2026-08-13,Electronics,Logitech Mouse,38.51,1,38.51,Credit Card,Completed
ORD100443,CUST1029,2026-06-02,Electronics,AirPods Pro,134.37,4,537.48,Credit Card,Completed
ORD100444,CUST1096,2026-05-25,Home & Kitchen,Memory Foam Pillow,40.54,1,40.54,Credit Card,Completed
ORD100445,CUST1027,2026-08-13,Home & Kitchen,Desk Lamp,23.55,1,23.55,Apple Pay,Completed
ORD100446,CUST1110,2026-08-27,Books,Financial Freedom Manual,16.8,1,16.8,Credit Card,Returned
ORD100447,CUST1191,2026-09-04,Clothing,Adidas Sneakers,72.32,1,72.32,Credit Card,Completed
ORD100448,CUST1224,2026-07-13,Books,Financial Freedom Manual,26.41,1,26.41,PayPal,Completed
ORD100449,CUST1196,2026-07-25,Books,Cookbook,14.77,1,14.77,Apple Pay,Completed
ORD100450,CUST1060,2026-02-22,Clothing,Nike Hoodie,38.84,1,38.84,PayPal,Returned
ORD100451,CUST1047,2026-04-14,Books,Financial Freedom Manual,27.31,2,54.62,PayPal,Returned
ORD100452,CUST1146,2026-04-14,Clothing,Nike Hoodie,36.11,1,36.11,Credit Card,Completed
ORD100453,CUST1003,2026-06-28,Electronics,Anker Power Bank,29.62,1,29.62,PayPal,Completed
ORD100454,CUST1034,2026-02-08,Home & Kitchen,Air Fryer,105.69,1,105.69,PayPal,Completed
ORD100455,CUST1191,2026-06-28,Clothing,Crewneck Sweater,35.81,1,35.81,Crypto,Completed
ORD100456,CUST1048,2026-07-17,Home & Kitchen,Air Fryer,128.03,1,128.03,Credit Card,Cancelled
ORD100457,CUST1016,2026-05-14,Home & Kitchen,Air Fryer,101.01,1,101.01,Credit Card,Completed
ORD100458,CUST1171,2026-03-08,Clothing,Nike Hoodie,54.68,2,109.36,Credit Card,Completed
ORD100459,CUST1219,2026-05-15,Clothing,Carhartt Jacket,100.9,1,100.9,Credit Card,Completed
ORD100460,CUST1157,2026-06-28,Clothing,Crewneck Sweater,43.95,1,43.95,Apple Pay,Completed
ORD100461,CUST1220,2026-07-19,Clothing,Carhartt Jacket,137.77,1,137.77,Credit Card,Completed
ORD100462,CUST1045,2026-02-11,Clothing,Nike Hoodie,39.78,1,39.78,Credit Card,Completed
ORD100463,CUST1116,2026-07-11,Clothing,Crewneck Sweater,59.35,1,59.35,Credit Card,Completed
ORD100464,CUST1005,2026-09-01,Electronics,AirPods Pro,137.18,1,137.18,Credit Card,Completed
ORD100465,CUST1098,2026-01-15,Clothing,Nike Hoodie,35.96,1,35.96,Credit Card,Completed
ORD100466,CUST1123,2026-04-21,Electronics,AirPods Pro,146.5,1,146.5,Credit Card,Completed
ORD100467,CUST1232,2026-06-06,Home & Kitchen,Hydro Flask,51.98,1,51.98,Credit Card,Completed
ORD100468,CUST1036,2026-02-02,Home & Kitchen,Ninja Blender,128.01,1,128.01,PayPal,Completed
ORD100469,CUST1023,2026-09-01,Clothing,Crewneck Sweater,52.97,1,52.97,PayPal,Completed
ORD100470,CUST1092,2026-08-10,Clothing,Adidas Sneakers,104.19,1,104.19,Credit Card,Completed
ORD100471,CUST1240,2026-08-19,Books,Biography,24.37,1,24.37,Crypto,Completed
ORD100472,CUST1045,2026-06-04,Books,Financial Freedom Manual,15.15,1,15.15,PayPal,Completed
ORD100473,CUST1180,2026-06-13,Books,Python Programming Guide,26.38,1,26.38,Apple Pay,Cancelled
ORD100474,CUST1094,2026-06-06,Books,Cookbook,24.44,1,24.44,Credit Card,Completed
ORD100475,CUST1098,2026-02-07,Electronics,AirPods Pro,141.1,1,141.1,Credit Card,Cancelled
ORD100476,CUST1187,2026-07-04,Electronics,AirPods Pro,86.36,1,86.36,Credit Card,Completed
ORD100477,CUST1224,2026-04-07,Clothing,Crewneck Sweater,41.37,2,82.74,Credit Card,Completed
ORD100478,CUST1115,2026-08-17,Electronics,MacBook Air,1009.37,1,1009.37,Credit Card,Completed
ORD100479,CUST1190,2026-06-04,Clothing,Carhartt Jacket,120.87,2,241.74,Apple Pay,Completed
ORD100480,CUST1212,2026-07-02,Clothing,Adidas Sneakers,75.51,1,75.51,Credit Card,Completed
ORD100481,CUST1159,2026-02-02,Clothing,Adidas Sneakers,110.54,1,110.54,Credit Card,Completed
ORD100482,CUST1214,2026-07-15,Home & Kitchen,Air Fryer,93.79,1,93.79,PayPal,Completed
ORD100483,CUST1160,2026-03-27,Home & Kitchen,Air Fryer,123.42,1,123.42,Credit Card,Completed
ORD100484,CUST1066,2026-03-07,Clothing,Crewneck Sweater,53.16,1,53.16,PayPal,Completed
ORD100485,CUST1127,2026-01-10,Books,Cookbook,24.56,1,24.56,PayPal,Completed
ORD100486,CUST1017,2026-01-05,Clothing,Levi Jeans,135.97,1,135.97,Apple Pay,Completed
ORD100487,CUST1024,2026-05-03,Books,Python Programming Guide,26.13,1,26.13,Crypto,Completed
ORD100488,CUST1233,2026-03-15,Electronics,Anker Power Bank,25.64,2,51.28,Credit Card,Completed
ORD100489,CUST1222,2026-04-07,Books,Cookbook,13.55,3,40.65,PayPal,Completed
ORD100490,CUST1053,2026-04-28,Home & Kitchen,Memory Foam Pillow,54.13,1,54.13,Apple Pay,Completed
ORD100491,CUST1057,2026-02-07,Clothing,Nike Hoodie,49.75,1,49.75,Apple Pay,Completed
ORD100492,CUST1066,2026-05-21,Electronics,Logitech Mouse,30.44,1,30.44,Credit Card,Returned
ORD100493,CUST1103,2026-06-08,Clothing,Crewneck Sweater,53.07,1,53.07,Apple Pay,Completed
ORD100494,CUST1173,2026-02-16,Electronics,Anker Power Bank,26.07,1,26.07,Credit Card,Completed
ORD100495,CUST1023,2026-08-16,Electronics,MacBook Air,1038.26,4,4153.04,Apple Pay,Completed
ORD100496,CUST1113,2026-04-19,Home & Kitchen,Desk Lamp,39.33,1,39.33,Credit Card,Completed
ORD100497,CUST1031,2026-08-04,Clothing,Adidas Sneakers,123.03,1,123.03,PayPal,Completed
ORD100498,CUST1174,2026-06-29,Home & Kitchen,Ninja Blender,123.93,1,123.93,Apple Pay,Completed
ORD100499,CUST1085,2026-07-03,Books,Python Programming Guide,17.53,2,35.06,Credit Card,Completed
ORD100500,CUST1150,2026-01-15,Clothing,Crewneck Sweater,52.81,1,52.81,Credit Card,Completed
ORD100501,CUST1193,2026-06-06,Clothing,Adidas Sneakers,91.71,1,91.71,Credit Card,Completed
ORD100502,CUST1126,2026-05-16,Electronics,iPhone 15,787.08,4,3148.32,Crypto,Completed
ORD100503,CUST1154,2026-01-05,Home & Kitchen,Air Fryer,129.97,1,129.97,Apple Pay,Completed
ORD100504,CUST1233,2026-06-06,Clothing,Carhartt Jacket,148.78,2,297.56,PayPal,Completed
ORD100505,CUST1129,2026-02-16,Books,Cookbook,21.13,1,21.13,PayPal,Completed
ORD100506,CUST1217,2026-03-09,Books,Sci-Fi Novel,18.7,2,37.4,Apple Pay,Completed
ORD100507,CUST1016,2026-03-17,Clothing,Levi Jeans,126.74,1,126.74,Credit Card,Completed
ORD100508,CUST1103,2026-06-22,Electronics,MacBook Air,976.89,1,976.89,Credit Card,Completed
ORD100509,CUST1160,2026-05-10,Books,Sci-Fi Novel,17.02,2,34.04,PayPal,Completed
ORD100510,CUST1136,2026-06-04,Home & Kitchen,Hydro Flask,47.04,1,47.04,Credit Card,Completed
ORD100511,CUST1042,2026-04-05,Electronics,iPhone 15,810.15,1,810.15,Credit Card,Completed
ORD100512,CUST1245,2026-04-25,Electronics,Logitech Mouse,32.63,1,32.63,Credit Card,Cancelled
ORD100513,CUST1175,2026-08-31,Home & Kitchen,Air Fryer,120.35,1,120.35,Credit Card,Completed
ORD100514,CUST1038,2026-06-13,Electronics,iPhone 15,801.38,1,801.38,Apple Pay,Completed
ORD100515,CUST1220,2026-02-05,Books,Sci-Fi Novel,15.57,1,15.57,Credit Card,Completed
ORD100516,CUST1169,2026-01-26,Clothing,Nike Hoodie,58.31,1,58.31,PayPal,Completed
ORD100517,CUST1246,2026-02-12,Electronics,AirPods Pro,125.77,1,125.77,Credit Card,Completed
ORD100518,CUST1025,2026-01-27,Books,Financial Freedom Manual,25.04,1,25.04,Credit Card,Completed
ORD100519,CUST1098,2026-03-10,Clothing,Levi Jeans,128.31,1,128.31,Credit Card,Completed
ORD100520,CUST1049,2026-05-28,Clothing,Nike Hoodie,41.84,2,83.68,Apple Pay,Returned
ORD100521,CUST1152,2026-01-11,Electronics,MacBook Air,955.18,3,2865.54,PayPal,Completed
ORD100522,CUST1151,2026-03-15,Electronics,iPhone 15,784.52,2,1569.04,Apple Pay,Completed
ORD100523,CUST1012,2026-04-14,Home & Kitchen,Desk Lamp,39.56,1,39.56,PayPal,Completed
ORD100524,CUST1059,2026-02-07,Clothing,Adidas Sneakers,79.5,1,79.5,PayPal,Completed
